doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
24284,154,Capitan Creek,"varied, as dates are not sequential and measurements occur sporadically throughout the year",1948-10-28/1957-12-07,"{'Discharge': 'gpm (gallons per minute)', 'Temperature': '°F (degrees Fahrenheit)'}",34.494444,-120.005556,24284_page_154_table1.csv
2987,206,Owyhee River,Daily to Monthly (varies by year),1895-01-01-1929-12-31,"Cubic feet per second (cfs), Cubic meters per second (cms)",43.3,-115.8,2987_page_206_table1.csv
29736,11,Butte Creek near Durham,Annual maximum discharges,1959-01-16 to 1974-03-29,"{'Instantaneous Peak Discharge': 'ft3/s', 'Maximum Daily Mean Discharge': 'ft3/s'}",39.5426,-122.0194,"29736_page_11_table1.csv,29736_page_11_table2.csv"
4316,12,"Battle Creek near Treasureton, Idaho",Annual peaks,1961-,sq mi,42.02,-112.14,4316_page_12_table1.csv
56405,393,"Pine Creek near Westwood, CA",Annual,"1950-61, 1964, 1967-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Dog Creek at Delta, CA",Multiple dates within a year,"1-30-76, 3-4-76, 4-9-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Pit River near Bieber, CA",Annual,"1904-8, 1913-14, 1912-26, 1928-31, 1951-75, 1976",ft3/s,,,56405_page_393_table1.csv
56405,393,"Horse Creek at Little Valley, near Pittville, CA",Annual,"1929-31, 1960-67, 1968-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Fall River near Dana, CA",Annual,"1959-67, 1968-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Squaw Creek above Shasta Lake, CA",Annual,"1945-67, 1968-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"McCloud River above Lower Falls, near McCloud, CA",Multiple dates within a year,"1964, 1968, 1970, 1972-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Oak Run Creek near Oak Run, CA",Annual,"1957-66, 1967-76",ft3/s,,,56405_page_393_table1.csv
56405,393,"Paynes Creek near Red Bluff, CA",Annual,"1950-66, 1968-70, 1976",ft3/s,,,56405_page_393_table1.csv
57548,185,Kings River Below North Fork,Daily measurements from October 23 to May 28 (within a year),10/23/YYYY-05/28/YYYY,"{'Discharge': 'CFS', 'Dissolved Substances': 'MG/L', 'Temperature': '°C', 'Conductance': 'MicroSiemens', 'Oxygen': 'MG/L'}",36.5167,-119.4333,57548_page_185_table1.csv
70038392,159,Carbon Creek,daily for specific days in November and January; yearly for 1960 and 1960-61,10/1949-09/1961,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",33.889,-117.844,70038392_page_159_table1.csv
70038401,292,ALISO CANYON CREEK,Annual and monthly,1960-01-01 to 1967-09-30,"['cubic feet per second (cfs)', 'acre-feet', 'inches']",34.983333,-119.775,"70038401_page_292_table1.csv,70038401_page_292_table2.csv,70038401_page_292_table3.csv"
15,447,Cache Creek at Yolo,Monthly and yearly,01/01/1903-12/31/1950,"['acre-feet', 'cubic feet per second']",38.699,-122.116,"15_page_447_table1.csv,15_page_447_table2.csv"
